farm_id,pnu,farm_class,farm_address,farm_flight_date,farm_update_date,permit_date,permit_action,permit_purpose,relation,causal_claim_allowed
501102502501079,5011025025109980000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260615, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502501079,5011025025109980000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260702, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260605, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260615, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502501080,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260702, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260429, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260605, 공작물설치 토지형질변경,태양광 발전소 조성,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260615, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502501081,5011025025109980000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260702, 공작물설치 토지형질변경,,exact_pnu_cross_source_context,False
501102502500334,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502500334,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502500821,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2023-12-30,2024-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502500821,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2023-12-30,2024-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502500822,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2023-12-30,2024-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502500822,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2023-12-30,2024-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501090,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501090,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501134,5011025025134530000,과수,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501134,5011025025134530000,과수,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501296,5011025025134530000,과수,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501296,5011025025134530000,과수,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501340,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502501340,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502205,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502205,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502286,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502286,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502659,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502659,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502680,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502680,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502681,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502681,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2019-01-01,,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502921,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2021-04-01,2022-12-30,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502921,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2021-04-01,2022-12-30,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502951,5011025025134530000,시설,제주특별자치도 제주시 한림읍 금악리,2021-04-01,2022-12-30,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502951,5011025025134530000,시설,제주특별자치도 제주시 한림읍 금악리,2021-04-01,2022-12-30,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502955,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502502955,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503348,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503348,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503355,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503355,5011025025134530000,밭,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503374,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260414, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502503374,5011025025134530000,비경지,제주특별자치도 제주시 한림읍 금악리,2024-12-31,2025-12-31,20260629, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502900278,5011025029145800000,밭,제주특별자치도 제주시 한림읍 상대리,2019-01-01,,20260615, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502901200,5011025029145800000,밭,제주특별자치도 제주시 한림읍 상대리,2019-01-01,,20260615, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502901911,5011025029145800000,시설,제주특별자치도 제주시 한림읍 상대리,2021-03-01,2022-12-30,20260615, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102502903382,5011025029145800000,밭,제주특별자치도 제주시 한림읍 상대리,2023-12-30,2024-12-31,20260615, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501102503000050,5011025030118850005,밭,제주특별자치도 제주시 한림읍 상명리,2024-12-31,2025-12-31,20160715, 토지형질변경,액비저장조,exact_pnu_cross_source_context,False
501102503300927,5011025033102110008,과수,제주특별자치도 제주시 한림읍 금능리,2019-01-01,,20150408, 토지형질변경,-,exact_pnu_cross_source_context,False
501102503301249,5011025033102110008,과수,제주특별자치도 제주시 한림읍 금능리,2022-12-30,2023-12-28,20150408, 토지형질변경,-,exact_pnu_cross_source_context,False
501102503301266,5011025033102110008,과수,제주특별자치도 제주시 한림읍 금능리,2022-12-30,2023-12-28,20150408, 토지형질변경,-,exact_pnu_cross_source_context,False
501102532800775,5011025328102490001,밭,제주특별자치도 제주시 애월읍 소길리,2019-01-01,,20260428, 토지형질변경,농지 개량(절성토),exact_pnu_cross_source_context,False
501102532800776,5011025328102490001,밭,제주특별자치도 제주시 애월읍 소길리,2019-01-01,,20260428, 토지형질변경,농지 개량(절성토),exact_pnu_cross_source_context,False
501102533001055,5011025330106600004,과수,제주특별자치도 제주시 애월읍 하가리,2024-12-31,2025-12-31,20260204, 토지형질변경,주차장 조성,exact_pnu_cross_source_context,False
501102533001056,5011025330106600004,과수,제주특별자치도 제주시 애월읍 하가리,2021-03-01,2022-12-30,20260204, 토지형질변경,주차장 조성,exact_pnu_cross_source_context,False
501102533001057,5011025330106600004,과수,제주특별자치도 제주시 애월읍 하가리,2023-12-30,2024-12-31,20260204, 토지형질변경,주차장 조성,exact_pnu_cross_source_context,False
501102533400790,5011025334113880003,밭,제주특별자치도 제주시 애월읍 애월리,2022-12-30,2023-12-28,20260415, 토지형질변경,노외주차장 조성,exact_pnu_cross_source_context,False
501102533600479,5011025336124030001,밭,제주특별자치도 제주시 애월읍 어음리,2023-12-30,2024-12-31,20260520, 토지형질변경,노외주차장 개설,exact_pnu_cross_source_context,False
501102534200690,5011025342132340000,비경지,제주특별자치도 제주시 애월읍 유수암리,2019-01-01,,20260716, 토지형질변경,국유도로 ㅍ호장,exact_pnu_cross_source_context,False
501102534200692,5011025342132340000,과수,제주특별자치도 제주시 애월읍 유수암리,2019-01-01,,20260716, 토지형질변경,국유도로 ㅍ호장,exact_pnu_cross_source_context,False
501102562700110,5011025627100010094,시설,제주특별자치도 제주시 구좌읍 행원리,2019-01-01,,20260529, 공작물설치,건축물 위 태양광 설치,exact_pnu_cross_source_context,False
501102562700898,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2021-04-01,2022-12-30,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562701500,5011025627135590000,비경지,제주특별자치도 제주시 구좌읍 행원리,2019-01-01,,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562701787,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2019-01-01,,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562701984,5011025627135590000,시설,제주특별자치도 제주시 구좌읍 행원리,2021-04-01,2022-12-30,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562702048,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2019-01-01,,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562702164,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2019-01-01,,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703081,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2021-04-01,2022-12-30,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703083,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2021-04-01,2022-12-30,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703219,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2022-12-30,2023-12-28,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703284,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2023-12-30,2024-12-31,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703292,5011025627135590000,밭,제주특별자치도 제주시 구좌읍 행원리,2023-12-30,2024-12-31,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562703312,5011025627135590000,비경지,제주특별자치도 제주시 구좌읍 행원리,2023-12-30,2024-12-31,20260727, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102562800544,5011025628107990001,밭,제주특별자치도 제주시 구좌읍 세화리,2019-01-01,,20160419, 토지형질변경,대지확장,exact_pnu_cross_source_context,False
501102562803022,5011025628136370000,밭,제주특별자치도 제주시 구좌읍 세화리,2021-04-01,2022-12-30,20251228, 토지형질변경,구좌읍 세화리 3550-7번지 진입로 개설,exact_pnu_cross_source_context,False
501102562803058,5011025628136370000,밭,제주특별자치도 제주시 구좌읍 세화리,2021-04-01,2022-12-30,20251228, 토지형질변경,구좌읍 세화리 3550-7번지 진입로 개설,exact_pnu_cross_source_context,False
501102563003021,5011025630146380003,밭,제주특별자치도 제주시 구좌읍 한동리,2019-01-01,,20160303, 토지형질변경,문중묘지설치,exact_pnu_cross_source_context,False
501102563003022,5011025630146380005,밭,제주특별자치도 제주시 구좌읍 한동리,2019-01-01,,20150310, 토지형질변경,-,exact_pnu_cross_source_context,False
501102563302890,5011025633131590001,밭,제주특별자치도 제주시 구좌읍 평대리,2024-12-31,2025-12-31,20160722, 토지형질변경,노외주차장,exact_pnu_cross_source_context,False
501102592100321,5011025921118000001,밭,제주특별자치도 제주시 조천읍 신촌리,2021-04-01,2022-12-30,20260803, 토지형질변경,노외주차장 조성,exact_pnu_cross_source_context,False
501102592300312,5011025923134620000,밭,제주특별자치도 제주시 조천읍 조천리,2021-04-01,2022-12-30,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592300484,5011025923134620000,시설,제주특별자치도 제주시 조천읍 조천리,2019-01-01,,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592300794,5011025923134620000,과수,제주특별자치도 제주시 조천읍 조천리,2024-12-31,2025-12-31,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592301293,5011025923134620000,비경지,제주특별자치도 제주시 조천읍 조천리,2019-01-01,,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592301343,5011025923134620000,과수,제주특별자치도 제주시 조천읍 조천리,2019-01-01,,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592301654,5011025923134620000,과수,제주특별자치도 제주시 조천읍 조천리,2022-12-30,2023-12-28,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592302550,5011025923134620000,과수,제주특별자치도 제주시 조천읍 조천리,2024-12-31,2025-12-31,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592302551,5011025923134620000,비경지,제주특별자치도 제주시 조천읍 조천리,2024-12-31,2025-12-31,20260729, 토지형질변경,국유재산(도로) 포장,exact_pnu_cross_source_context,False
501102592400144,5011025924102700000,밭,제주특별자치도 제주시 조천읍 함덕리,2024-12-31,2025-12-31,20260210, 토지형질변경,공한지 주차장 조성,exact_pnu_cross_source_context,False
501102592700470,5011025927121090013,밭,제주특별자치도 제주시 조천읍 북촌리,2021-04-01,2022-12-30,20160722, 토지형질변경,우량농지조성,exact_pnu_cross_source_context,False
501102592700471,5011025927121090013,비경지,제주특별자치도 제주시 조천읍 북촌리,2019-01-01,,20160722, 토지형질변경,우량농지조성,exact_pnu_cross_source_context,False
501102592700472,5011025927121090013,비경지,제주특별자치도 제주시 조천읍 북촌리,2019-01-01,,20160722, 토지형질변경,우량농지조성,exact_pnu_cross_source_context,False
501102593003342,5011025930104500001,밭,제주특별자치도 제주시 조천읍 선흘리,2024-12-31,2025-12-31,20160712, 토지형질변경,공작물설치(말조련용 자동보행기),exact_pnu_cross_source_context,False
501102593003614,5011025930104500001,밭,제주특별자치도 제주시 조천읍 선흘리,2024-12-31,2025-12-31,20160712, 토지형질변경,공작물설치(말조련용 자동보행기),exact_pnu_cross_source_context,False
501103102100474,5011031021117340008,비경지,제주특별자치도 제주시 한경면 청수리,2019-01-01,,20260519, 토지형질변경,진출입로 포장,exact_pnu_cross_source_context,False
501103102104212,5011031021117340008,밭,제주특별자치도 제주시 한경면 청수리,2024-12-31,2025-12-31,20260519, 토지형질변경,진출입로 포장,exact_pnu_cross_source_context,False
501103102104454,5011031021117340008,시설,제주특별자치도 제주시 한경면 청수리,2024-12-31,2025-12-31,20260519, 토지형질변경,진출입로 포장,exact_pnu_cross_source_context,False
501103102400766,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102400766,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102400787,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102400787,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102400873,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102400873,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102401071,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102401071,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102401076,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102401076,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102401194,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102401194,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102401774,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102401774,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2019-01-01,,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402439,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2021-04-01,2022-12-30,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402439,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2021-04-01,2022-12-30,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402513,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2022-12-30,2023-12-28,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402513,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2022-12-30,2023-12-28,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402594,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2023-12-30,2024-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402594,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2023-12-30,2024-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402604,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2023-12-30,2024-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402604,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2023-12-30,2024-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402694,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402694,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402718,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402718,5011031024131820000,밭,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
501103102402729,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260506, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102402729,5011031024131820000,비경지,제주특별자치도 제주시 한경면 판포리,2024-12-31,2025-12-31,20260521, 토지형질변경,,exact_pnu_cross_source_context,False
